시군구명,주관 부서,,민원접수건수
수원시,권선구보건소,,1
수원시,권선구보건소,보건행정과,1930
수원시,기획조정실,시민봉사과,9286
수원시,기획조정실,자치행정과,7
수원시,기획조정실,정보통신과,158
수원시,기획조정실,정책기획과,1
수원시,기획조정실,행정지원과,14
수원시,농수산물도매시장관리사무소,,99
수원시,도서관사업소,도서관정책과,18
수원시,도서관사업소,북수원지식정보도서관,1
수원시,도서관사업소,선경도서관,1
수원시,도시안전통합센터,,3
수원시,도시정책실,건축과,1138
수원시,도시정책실,도시계획과,121
수원시,도시정책실,도시재생과,44
수원시,도시정책실,주택과,9008
수원시,도시정책실,토지정보과,5754
수원시,문화교육국,관광과,165
수원시,문화교육국,교육청소년과,4
수원시,문화교육국,문화예술과,315
수원시,문화교육국,미술관운영추진단,7
수원시,문화교육국,체육진흥과,356
수원시,복지여성국,노인복지과,388
수원시,복지여성국,보육아동과,838
수원시,복지여성국,사회복지과,2495
수원시,복지여성국,여성정책과,107
수원시,복지여성국,장애인복지과,62
수원시,상수도사업소,맑은물공급과,2170
수원시,상수도사업소,맑은물정책과,429
수원시,안전교통국,교통정책과,237
수원시,안전교통국,대중교통과,4495
수원시,안전교통국,도로과,1059
수원시,안전교통국,재난관리과,54
수원시,안전기획조정실,안전총괄과,3
수원시,영통구,가정복지과,11202
수원시,영통구,건축과,2033
수원시,영통구,경제교통과,2984
수원시,영통구,광교1동,2955
수원시,영통구,광교2동,1026
수원시,영통구,매탄1동,788
수원시,영통구,매탄2동,510
수원시,영통구,매탄3동,1998
수원시,영통구,매탄4동,1052
수원시,영통구,사회복지과,2824
수원시,영통구,세무과,2373
수원시,영통구,안전건설과,1824
수원시,영통구,안전주민자치과,2
수원시,영통구,영통1동,1824
수원시,영통구,영통2동,1861
수원시,영통구,원천동,1774
수원시,영통구,종합민원과,5643
수원시,영통구,태장동,2892
수원시,영통구,행정지원과,309
수원시,영통구,환경위생과,2791
수원시,영통구보건소,보건행정과,1846
수원시,일자리경제국,경제정책과,300
수원시,일자리경제국,기업지원과,450
수원시,일자리경제국,생명산업과,1072
수원시,일자리경제국,세정과,2
수원시,일자리경제국,일자리정책과,356
수원시,일자리경제국,회계과,2
수원시,장안구,가정복지과,7139
수원시,장안구,건설과,969
수원시,장안구,건축과,3079
수원시,장안구,경제교통과,2945
수원시,장안구,사회복지과,4198
수원시,장안구,생활안전과,501
수원시,장안구,세무과,648
수원시,장안구,송죽동,556
수원시,장안구,안전건설과,121
수원시,장안구,연무동,653
수원시,장안구,영화동,730
수원시,장안구,율천동,2084
수원시,장안구,정자1동,966
수원시,장안구,정자2동,779
수원시,장안구,정자3동,1259
수원시,장안구,조원1동,1011
수원시,장안구,조원2동,452
수원시,장안구,종합민원과,4460
수원시,장안구,파장동,831
수원시,장안구,행정지원과,337
수원시,장안구,환경위생과,2030
수원시,장안구보건소,보건행정과,1346
수원시,전략사업국,균형개발과,61
수원시,전략사업국,도시디자인과,200
수원시,전략사업국,창조사업과,7
수원시,전략사업국,첨단교통과,20
수원시,차량등록사업소,,348
수원시,체납세징수단,,4
수원시,팔달구,가정복지과,4439
수원시,팔달구,건축과,3561
수원시,팔달구,경제교통과,3187
수원시,팔달구,고등동,407
수원시,팔달구,매교동,332
수원시,팔달구,매산동,504
수원시,팔달구,사회복지과,5059
수원시,팔달구,세무과,389
수원시,팔달구,안전건설과,956
수원시,팔달구,우만1동,857
수원시,팔달구,우만2동,722
수원시,팔달구,인계동,2513
수원시,팔달구,종합민원과,6145
수원시,팔달구,지동,439
수원시,팔달구,행궁동,352
수원시,팔달구,행정지원과,369
수원시,팔달구,화서1동,811
수원시,팔달구,화서2동,833
수원시,팔달구,환경위생과,3176
수원시,팔달구보건소,,1
수원시,팔달구보건소,보건행정과,1682
수원시,화성사업소,문화유산관리과,21
수원시,화성사업소,문화유산시설과,14
수원시,환경국,기후대기과,770
수원시,환경국,수질환경과,471
수원시,환경국,위생정책과,2581
수원시,환경국,자원순환과,4138
수원시,환경국,하수관리과,145
수원시,환경국,환경정책과,146
