공부방명,소재지지번주소,
우만1동,팔달구,우만동
율천동 밤밭,장안구,율전동
정자3동(청솔마을),장안구,정자동
구운동,권선구,구운동
우만1동,팔달구,우만동
영통1동(신명한국),영통구,영통동
